landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.0,0.0,0.0,-0.1754703618387926,-0.3314685710268978,0.0019816570645116,-0.2579885510085438,-0.6919358712311547,-0.014970063790153,-0.2485516461397958,-0.9994860433089658,-0.0589274767400508,-0.1494584009259759,-1.1798730287549817,-0.0842484712567139,0.0696729635093535,-1.0181710958021135,0.0999329456628339,-0.0734771479723707,-1.319106786422229,-0.021122127146318,-0.145617198981396,-1.0266141132025226,-0.0822082266327403,-0.1084012271295388,-0.8337211226383615,-0.104015327736912,0.1534578845158588,-0.9869573809391742,0.048639550672298,-0.0534168641275434,-1.2269854328329175,-0.0979746870501128,-0.1154706087593701,-0.8389675528593357,-0.1220042581124706,-0.0421855687516614,-0.6729387230744863,-0.0940477525384544,0.2308703737178184,-0.9323160678740754,-0.0258026446399956,-0.011096309214666,-1.1154239977730662,-0.1696097565851681,-0.0642760699904754,-0.7234552994332074,-0.1348829111969518,0.016471502830559,-0.5580656594377569,-0.0653658060441028,0.2927150972253035,-0.8193297788902768,-0.1035688641998522,0.0554866519328559,-0.9625384481984388,-0.1942777196463739,0.0165838317401289,-0.7054147021470947,-0.175801050045127,0.0946814634672204,-0.565836458519959,-0.1305652188734517,FIST
0.0,0.0,0.0,0.0771115581725969,-0.4043289683665524,0.1030201465519404,0.0563915538246923,-0.7601070700296125,0.117912855819317,-0.0411207582171367,-0.9726591936744498,0.1070929074790281,-0.1574985329947455,-1.0356624283244618,0.0944325773715001,0.130950586705929,-1.005461924457245,0.0485193940626477,-0.1375730722321656,-1.2290631627271484,0.0368968625865491,-0.1790391259438695,-1.0573251712607945,0.0355832988434599,-0.1390500179806665,-0.9586300288027932,0.0323422546487004,0.0554725855782817,-0.9981320153551824,-0.0255982845570209,-0.2313873332180494,-1.1970564540676982,-0.0206058765355375,-0.2468390791325404,-1.0071686122673484,0.0044465254359259,-0.18629124119933,-0.9037454464217816,0.0126299841410881,-0.0469632580708631,-0.9318353941319883,-0.0912118958526121,-0.3188358056247446,-1.1089438906225388,-0.0724452321550198,-0.3215796309891819,-0.8970476691902077,-0.0269018077474488,-0.2507628915708032,-0.8080658391228558,-0.0133501297987737,-0.1658302084723507,-0.8161732317561637,-0.1519038272675907,-0.370595441033185,-0.9487762553002236,-0.1498496830227367,-0.3645954200134589,-0.7863795533118937,-0.1209496955114162,-0.3047040529612239,-0.6993491659638377,-0.1026747949810185,FIST_INVERTED
0.0,0.0,0.0,0.2144405639795517,-0.2872788742944935,0.0144129248718833,0.3091540945260038,-0.6488504398953989,0.0075778478324526,0.3112105297425831,-1.022669108553924,0.0040333225336451,0.3563060913563875,-1.2910186529438792,-0.003883836096292,0.1657929324421069,-1.0010011569904431,-0.0765369932604691,0.1215741998014993,-1.5539105807836702,-0.1087674352163645,0.0908995620344388,-1.853770088175773,-0.1154662651211678,0.0645818166788204,-2.092872998414412,-0.1172953908022002,0.014896091643596,-0.9950068671038184,-0.0986886055732351,-0.0156887880392392,-1.5972777367254731,-0.1441821249048254,-0.0370477117695657,-1.9492050587000291,-0.1574251614130031,-0.0443254922561066,-2.2125151492024013,-0.1618844849250886,-0.1207853787548965,-0.9266252081852931,-0.111973184885541,-0.1453685928868045,-1.4830972028479474,-0.1463079569967605,-0.146049904250352,-1.817748218800569,-0.159420387991715,-0.1349855327175992,-2.0617979495836005,-0.1654501654495925,-0.2428366215221385,-0.8022190033141047,-0.1193662335664215,-0.2562094509703536,-1.2506603930037692,-0.145829398269498,-0.2501580309381983,-1.5083013479051288,-0.1489727907598618,-0.2311719459219077,-1.7249367345653783,-0.1452595656964906,OPEN_PALM_INVERTED
0.0,0.0,0.0,0.2452402728120929,-0.0547884943860723,-0.1081194842586743,0.4539655802349678,-0.3685098208992281,-0.14086789220726,0.563633284102472,-0.686800563756631,-0.1714224675421042,0.6762466611608051,-0.903439051644061,-0.1981055782780817,0.3210628307163879,-0.9549777775825328,-0.0528432045708782,0.3967637219912147,-1.4185193630960535,-0.1137204103989182,0.4295155798947831,-1.6914089123315337,-0.140165500984925,0.4619736121750168,-1.9362050234974784,-0.1537666142063425,0.1773030817817946,-0.9831593633390676,-0.0442863801794304,0.2397574296271491,-1.226088112825063,-0.2069109331474709,0.2389912008657152,-0.8657517790712568,-0.2604802294889516,0.2308392514237513,-0.5700596498594347,-0.24455948064419,0.0366894065238482,-0.9577149201610728,-0.0472998846556947,0.0863105636855672,-1.1709247768185422,-0.2032947384734886,0.1064732773334251,-0.8122535500194977,-0.2034046913023178,0.1208921279464836,-0.5651422070487135,-0.1490312523530428,-0.1063710089004489,-0.90800647111514,-0.0574965297039493,-0.1088357209253144,-1.2296722148945547,-0.1391465073046795,-0.0807539788271942,-1.3981087519077318,-0.1410814328316944,-0.0410786763815557,-1.594446456631096,-0.1181479150290311,ROCK
0.0,0.0,0.0,-0.1781700096995326,-0.1601356586402147,-0.0480407107677022,-0.3302984051696914,-0.4638107965599945,-0.0878594717212152,-0.34720151313977,-0.6433379024764595,-0.1400330891017283,-0.2609848006377603,-0.708764968758483,-0.1927259638685338,-0.1926994705083342,-1.0523411083970038,-0.0627275598850981,-0.2162209649726677,-1.546571171460663,-0.1609894503121961,-0.254334492438153,-1.8235149885703776,-0.2272088034338145,-0.2984600352426798,-2.0668123395131817,-0.2767083512097845,-0.0526866334377999,-0.9939101217070784,-0.0967821710089819,-0.1649806955296,-1.235605031290484,-0.2587692532480201,-0.2062639353394005,-0.8511106327564587,-0.2911744806263852,-0.2066413459442759,-0.5832635129468162,-0.2764971347489815,0.0794819389050537,-0.9028280328220072,-0.1410873881688846,-0.0353621872063652,-1.113862144414347,-0.2872173721019788,-0.0872468231088048,-0.7317796708387247,-0.2493983965227742,-0.0926062796924103,-0.4839525451585122,-0.1843910618233528,0.2133296494480417,-0.7798116676473834,-0.1908349735984189,0.1244104679703277,-0.971639647350298,-0.2780363683068521,0.047464185943539,-0.7259586207458628,-0.2403167419732329,0.0223884151708039,-0.5477179878044,-0.1895449341496994,POINT
0.0,0.0,0.0,-0.1573595656357766,-0.2157970392022411,-0.0876466786500753,-0.2476490381063643,-0.6080746144925468,-0.1488545363364415,-0.1436831303354463,-0.8145649314668726,-0.211401203358604,0.0246746509798276,-0.7732653608263447,-0.2722106560612882,0.0141231517303917,-1.0982655966728263,-0.1381563080210815,0.1207228413620843,-1.5819558023224485,-0.2442992762299512,0.1965580877963477,-1.867123433350215,-0.3109452616500209,0.2602311610815124,-2.1152853247868446,-0.3621416866726908,0.1649290573023424,-0.9746284438477268,-0.1513201985867026,0.1730759799797263,-0.977434779349898,-0.3274189694883,0.0676054252454254,-0.6517878571530921,-0.3627115489714522,0.0020916931620498,-0.4579734762029268,-0.3497188639719043,0.2773781594554141,-0.799274963697519,-0.1729230081931325,0.2436356067242426,-0.718588205318628,-0.3159040349131523,0.1262398802278215,-0.4616854584524882,-0.2810381943582808,0.0655420579070385,-0.3419329714533177,-0.2237516522805818,0.3685717194537408,-0.5953430663008279,-0.2056261623662116,0.3433695324919327,-0.5320740907752591,-0.2921419497179169,0.2259725066458023,-0.3580378913603515,-0.2654125233496552,0.1589151471077645,-0.2874738468268236,-0.2225354771945375,POINT
0.0,0.0,0.0,0.0083000520496599,-0.3982723213047958,0.0273603538007644,-0.0518916876788841,-0.7749443911921315,-0.0025837087568403,-0.1757063317501697,-0.9721564094946976,-0.0415538367314235,-0.2981696366809993,-1.0326589139133946,-0.0872614740085163,-0.0142436824108429,-1.1042611197583907,-0.089607225567896,-0.0976016484724611,-1.581311507991993,-0.1825234842513765,-0.1352047775386335,-1.8905125091484565,-0.2430470431883766,-0.159019242412375,-2.154109423660524,-0.2890747617799714,-0.0481060852879966,-0.9893210153076052,-0.1375853670598475,-0.3852123840687166,-1.2166518228215102,-0.2399586611710944,-0.4018736064268818,-0.9867169924838848,-0.2400442026711713,-0.3239262906345468,-0.8721852253766451,-0.2317722433645044,-0.1193808031397305,-0.813392829090288,-0.1811953652368204,-0.4399908266742481,-0.9981978408472354,-0.2637879243634147,-0.4272157871486923,-0.8007548244010018,-0.2107015130823658,-0.3346039392025198,-0.7260288499090327,-0.1653374479466246,-0.1971593218510417,-0.6294369761343857,-0.2229518740118096,-0.4405134599742962,-0.741576709339333,-0.2822404952166862,-0.4248925714433678,-0.5886864973607409,-0.249212663367182,-0.3478017534556006,-0.5233518005241953,-0.2141312790749902,POINT_INVERTED
0.0,0.0,0.0,-0.1208188484780971,-0.4759024482653038,-0.1658805298370363,-0.0737918107726136,-1.1277824324376864,-0.2423207990288854,-0.0223527556802527,-1.629045780906638,-0.3099708011848225,-0.0700541569614937,-1.992627587208655,-0.3481334585405164,0.3429674020519506,-1.195038214838955,-0.0731791969873711,0.6248535392955251,-1.2661368964624182,-0.2422670049275055,0.4478931121692637,-1.0625670413792094,-0.3222677092556186,0.3259818019070292,-1.039275727307042,-0.3535745697018235,0.4313263310917021,-0.9001654426418164,-0.0604960492960832,0.6694830000336441,-0.912372468608548,-0.2382587136230949,0.4164604167773686,-0.7045646835821234,-0.2666725642411112,0.303018478670746,-0.7567321666737392,-0.2481926910112512,0.4881285769950045,-0.6284917145674097,-0.0828426438847415,0.6660704536224886,-0.6373222370719842,-0.2662306776863924,0.4183368127022182,-0.4525473381734094,-0.2222428715478149,0.30044429125329,-0.4913526187828992,-0.1491887022532939,0.5251061196607925,-0.3551614525570429,-0.1189102823030682,0.6576018023258567,-0.3878527677279573,-0.2220975959365088,0.4610657287396588,-0.2610370933955293,-0.175513627445008,0.340677593502091,-0.2852201100259138,-0.1161401338772773,THUMBS_UP
0.0,0.0,0.0,-0.2480872118402717,-0.0694751480057224,-0.086613295960618,-0.4814296443363551,-0.4602494066475125,-0.123959257221033,-0.6261733161272802,-0.8203087648961023,-0.1648328589443124,-0.7798130799036894,-0.9671712506213292,-0.2045519686327832,-0.3894732659145887,-0.9179506761505548,-0.0991753713750583,-0.4387084730782795,-1.4474516432560265,-0.1774237424729319,-0.4493091274616007,-1.759538888393473,-0.2042412799804347,-0.461407145311062,-2.0361706796135777,-0.2225462666746596,-0.2492948479866662,-0.9628870907892514,-0.1034433620814634,-0.2374191007426058,-1.15008956965426,-0.2708253005197252,-0.2085638692921569,-0.7920196723345907,-0.3015386461893032,-0.2077407803156067,-0.5770902889699204,-0.2847353944782272,-0.1051179003923951,-0.9723523945291852,-0.117991002470335,-0.0837230010984683,-1.1668106405037442,-0.2898486792726832,-0.0748769529227585,-0.8314913614767105,-0.2735979946278646,-0.0946343075524056,-0.6135552523715684,-0.2157042023755898,0.0410265590914216,-0.9594694790316856,-0.1372352434320007,0.0649153082390987,-1.362386238909403,-0.2587288556847525,0.0849293203025003,-1.6073496634658715,-0.2759342686697709,0.0887004579209274,-1.8707277467499737,-0.2615640679733774,ROCK
0.0,0.0,0.0,0.0475458030226288,-0.5665334925721972,-0.0167874692190898,-0.0232242813158181,-1.0981847961030569,-0.0400903030668955,-0.1384505575470128,-1.4923601801872908,-0.0671965013321088,-0.1346305106993951,-1.841322378399179,-0.0984279994232528,-0.4871005709072091,-1.0738858238638644,-0.0001500964713735,-0.499388360428197,-1.0039968390934622,0.0008564883801012,-0.4083135662146624,-0.8809011327297003,-0.0324630161121234,-0.3340065561220263,-0.8126677799817548,-0.0640972857993531,-0.612635795601074,-0.790329442193692,-0.0075335748517431,-0.5510450149141717,-0.6713911895263536,0.0390399990008936,-0.4551741994878848,-0.5817799392777874,0.021538732113249,-0.3807442530384561,-0.5492562575162208,-0.015078474038108,-0.6695728672708587,-0.4693730146312423,-0.0117496415046213,-0.5937413461341384,-0.3890655076888547,0.0243424987273105,-0.5049351953960889,-0.318569190590602,0.0235726901775731,-0.4273124113650156,-0.2927776106281777,0.0016653618761326,-0.7009433525551209,-0.1549425700305952,-0.0197046069354507,-0.662024307710844,-0.1071797910195511,0.005594122310505,-0.5679972035702591,-0.0626374100505739,0.0325018904804622,-0.4940381234113172,-0.0474019875291527,0.0499705532912295,THUMBS_UP_INVERTED
